doc_id,run_id,time
1.0,0.0,14.974729776382446
2.0,0.0,12.16834044456482
129.0,0.0,13.127655506134031
130.0,0.0,11.657743453979492
259.0,0.0,12.888646364212036
262.0,0.0,14.389082193374634
7.0,0.0,7.811249732971191
267.0,0.0,7.179927110671997
141.0,0.0,11.864444971084597
142.0,0.0,11.753957748413086
15.0,0.0,14.7409029006958
269.0,0.0,12.529258489608765
271.0,0.0,45.295233488082886
18.0,0.0,12.99312949180603
20.0,0.0,11.76504397392273
148.0,0.0,12.461736917495728
149.0,0.0,7.183610677719116
151.0,0.0,14.117388725280762
25.0,0.0,12.384027481079102
154.0,0.0,13.43886923789978
29.0,0.0,42.96051335334778
30.0,0.0,12.804739952087402
160.0,0.0,16.65297031402588
33.0,0.0,13.399474859237673
34.0,0.0,11.956470966339111
39.0,0.0,11.66375207901001
42.0,0.0,13.199673891067505
45.0,0.0,13.40684938430786
47.0,0.0,13.28801417350769
50.0,0.0,12.688907384872437
51.0,0.0,16.877328634262085
63.0,0.0,11.618805408477783
64.0,0.0,9.085077285766602
74.0,0.0,7.515103340148926
75.0,0.0,7.778439283370972
77.0,0.0,10.355458974838257
83.0,0.0,12.183974266052246
84.0,0.0,14.2283194065094
85.0,0.0,13.184113025665283
87.0,0.0,15.88978624343872
88.0,0.0,14.17168140411377
98.0,0.0,13.812612771987917
100.0,0.0,15.879316329956056
101.0,0.0,13.530280351638794
105.0,0.0,15.712756633758543
112.0,0.0,10.31196665763855
113.0,0.0,8.272191524505615
116.0,0.0,11.658205509185793
122.0,0.0,8.603240728378296
126.0,0.0,7.76781439781189
