doc_id,title,text
81,Besluit+op+Woo-verzoek+over+vaststelling+fosfaatrechten+en+referentiedatum.pdf,"File id: 81 File title: Besluit+op+Woo-verzoek+over+vaststelling+fosfaatrechten+en+referentiedatum.pdf.


 Woo-unit@rvo.nl Datum 22 september 2022 


  heer/mevrouw, Op 12 augustus 2022 heeft u, namens uw cliënt, met een beroep op de Wet open overheid (hierna: Woo) verzocht om alle interne en externe correspondentie en documenten over de vaststelling van de fosfaatrechten en de referentiedatum in het kader van zowel het fosfaatreductieplan als voor de vaststelling van het aantal fosfaatrechten voor uw cliënt en zijn rechtsvoorganger, zowel voorafgaand aan als tijdens de procedure met het kenmerk 494-21723.


 Procedure De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 17 augustus 2022, met referentie Woo/2022/085.


 Relevante artikelen uit de Woo Bijlage nummer 1 Horend bij Verzoek openbaarmaking gegevens Datum 22 september 2022 Onze referentie Woo/2022/085 Contactpersoon Artikel 1.1 Recht op toegang Eenieder heeft recht op toegang tot publieke informatie zonder daartoe een belang te hoeven stellen, behoudens bij deze wet gestelde beperkingen.


 Inventarislijst gevonden documenten Bijlage nummer 2 Horend bij Verzoek openbaarmaking gegevens Datum 22 september 2022 Onze referentie Woo/2022/085 Contactpersoon Nr.


 Omschrijving document Beoordeling Woo 1. mail 20.09.2018 Direct 5.1.2.e openbaar 2. aanmelding knelgeval laatste wijziging 28-04-2017 Direct 5.1.2.e openbaar 5.1.5 3.


 SAS Grond laatste wijziging 26-6-2017 Direct 5.1.2.e openbaar 5.1.5 6. controle 27-05-2019 Direct 5.1.2.e openbaar 7. controle bezwaar laatste wijziging 10-10-2019 Direct 5.1.2.e openbaar 5.1.5 8.


 SAS Grond laatste wijziging 28-10-2019 Direct 5.1.2.e openbaar 5.1.5 9.


"
65,2e_deelbesluit_op_op_Wob-Woo-verzoek_over_plannen_hyperscale_datacenters.pdf,"File id: 65 File title: 2e_deelbesluit_op_op_Wob-Woo-verzoek_over_plannen_hyperscale_datacenters.pdf.


 www.linkedin.com/company/ ministerie-van-bzk 


 2 31 MEI 2022 


 In uw e-mail van 9 december 2021 heeft u een Wob-verzoek ingediend en vraagt u daarbij om de volgende informatie over de periode van 25 februari 2020 tot en met 9 december 2021: - alle in- en uitgaande correspondentie tussen uw bestuursorgaan en de gemeente Zeewolde/provincie Flevoland (en mogelijk ook met andere bestuursorganen) ontvangen inzake de plannen in Zeewolde; - alle overige documenten bij of onder u aanwezig (bijvoorbeeld over hyperscale datacenters in Zeewolde en/of de Wieringermeer en/of andere gebieden in Nederland) waarin op enigerlei wijze gerept wordt over hyperscale datacenters/NOVI/overige relevante zaken inzake hyperscale datacenters.


 Vanaf 1 mei 2022 is de Wob vervangen door de Wet open overheid (hierna: Woo).


 De Woo kent geen overgangsrecht, dit betekent dat vanaf 1 mei de Woo geldt.


 Procesverloop U heeft op 9 december 2021 uw Wob-verzoek ingediend.


 Bij brief van 10 december 2021 is uw verzoek voor ontvangst bevestigd.


 Het eerste deelbesluit is op 12 april 2022 genomen.


"
57,22-0097-besluit.pdf,"File id: 57 File title: 22-0097-besluit.pdf.


 Datum: 26 juli 2022 


 Betreft: Besluit op Woo-verzoek 22-0097 


  In uw brief van 1 februari 2022, ontvangen op 1 februari 2022, verzocht u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om: - alle individuele rapporten en rapporten van bevindingen met bijlagen en het bijbehorende beeldmateriaal, die in 2021 zijn opgemaakt naar aanleiding van dierenwelzijn-inspecties van Nederlandse stallen met vleeskalveren; - een overzicht van alle dierenwelzijn-inspecties van alle Nederlandse stallen met vleeskalveren in 2021, alsmede het nalevingspercentage bij kalveren in 2021.


 De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 1 februari 2022 met kenmerk 22-0097.


 In de brief van 28 februari 2022 is de beslistermijn met vier weken verdaagd.


 Op 1 mei 2022 is de Wet open overheid (hierna: Woo) inwerking getreden en is de Wob ingetrokken (artikel 10.1.


 Deze inventarislijst biedt tevens het door u verzochte overzicht van alle dierenwelzijnsinspecties van alle Nederlandse stallen met vleeskalveren in 2021.


 directie strategie divisie Juridische zaken Onze referentie 22-0097 Reeds openbare documenten De Woo is niet van toepassing op documenten die al openbaar zijn.


 U heeft verzocht om het nalevingspercentage bij kalveren in 2021.


 Deze is via onderstaande link te raadplegen: Inspectieresultaten welzijn vleeskalveren 2021 | Inspectieresultaat | NVWA Zienswijzen Per e-mail van 29 maart 2022 bent u geïnformeerd dat er derde belanghebbenden bij de openbaarmaking van de documenten zijn betrokken en dat deze in de gelegenheid zijn gesteld hierover een zienswijze te geven.


 De Minister van Landbouw, Natuur en Voedselkwaliteit, namens deze: mr. A.A. ten Cate Teamleider Openbaarmaking en privacy directie strategie divisie Juridische zaken Onze referentie 22-0097 Bezwaarmogelijkheid Als u het niet eens bent met dit besluit, kunt u binnen zes weken - na verzending van dit besluit -een bezwaarschrift indienen.


"
59,22-0267-besluit.pdf,"File id: 59 File title: 22-0267-besluit.pdf.


 Nederlandse Voedsel-en Warenautoriteit Ministerie van Landbouw, Natuur en Voedselkwaliteit > Retouradres Postbus 43006 3540 AA Utrecht directie Strategie divisie Juridische zaken AANTEKENEN Catharijnesingel 59 3511 GG Utrecht Postbus 43006 3540 AA Utrecht www.nvwa.nl Onze referentie 22-0267Woo 


 Uw kenmerk Datum: verzonden op 11 oktober 2022 


 Betreft: Besluit op Woo-verzoek 22-0267


  heer In uw verzoek van 29 maart 2022, door mij op 31 maart 2022 ontvangen, heeft u de Nederlandse Voedsel- en Warenautoriteit (hierna: NVWA) gevraagd om informatie openbaar te maken over de positie van een bepaalde onderneming in relatie tot de totstandkoming van het fosfaat reductieplan vanaf 2014 en de totstandkoming en uitvoering van het fosfaatrechtenstelsel en het schrappen/laten verdwijnen van de erkenning van boerderij melk van een bepaalde onderneming.


 de positie van een bepaalde onderneming in relatie tot de totstandkoming van het fosfaatreductieplan, dit vanaf 2014; 2. het overleggen van alle stukken, zoals verslagen, notulen van vergaderingen, app/msn contacten, interne stukken en correspondentie met derden, etc.


 Op 31 maart 2022 heeft u per aangetekende brief bericht ontvangen dat uw verzoek in goede orde is ontvangen.


 Op 22 juni 2022 heb ik uw ingebrekestelling van 21 juni 2022 ontvangen.


 directie strategie divisie Juridische zaken Onze referentie 22-0267 Woo Op 8 juli 2022 heb ik een kopie van uw beroepschrift ontvangen.


 Op 4 oktober 2022 heb ik van de Rechtbank Overijssel de uitspraak op het bovengenoemd beroep ontvangen.


 Voorts bepaalt de Rechtbank dat de NVWA aan u een dwangsom van € 100,- moet betalen voor elke dag waarmee de NVWA de hiervoor genoemde beslistermijn overschrijdt, met een maximum van € 15.000.


 Op 7 oktober 2022 heb ik uw verzoek voor wat betreft de onderdelen 1 en 2 doorgestuurd aan RVO en u daarover per brief geïnformeerd.


 Per e-mail van 7 oktober 2022 heb ik echter van RVO vernomen dat RVO al een identiek verzoek van u in behandeling had genomen onder het kenmerk WOB/2022/065.


 Voor meer informatie over de Woo-procedure, kunt u kijken op www.rijksoverheid.nl Hoogachtend, directie strategie divisie Juridische zaken Onze referentie 22-0267 Woo De Minister van Landbouw, Natuur en Voedselkwaliteit, namens deze, teamleider Openbaarmaking en privacy Bezwaarmogelijkheid Als u het niet eens bent met dit besluit, kunt u binnen zes weken - na verzending van dit besluit -een bezwaarschrift indienen.


"
93,besluit-op-wob-verzoek-over-anti-witwasrichtlijn.pdf,"File id: 93 File title: besluit-op-wob-verzoek-over-anti-witwasrichtlijn.pdf.


 12-5-2022 >


 Uw brief (kenmerk) 12 april 2022 


 Bijlagen Datum 28 juli 2022 1 – Relevante artikelen Woo Betreft Besluit op uw Woo-verzoek inzake de anti-witwasrichtlijn 


 , Met uw verzoek van 12 april 2022 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) gevraagd om informatie openbaar te maken over artikel 1f van de Wet ter voorkoming van witwassen en financieren van terrorisme (hierna: Wwft): • hierin verzoekt u om de meest recente versie van het verslag van de geïdentificeerde, geanalyseerde en beoordeelde nationale risico’s op witwassen en het financieren van terrorisme, zoals bedoeld in art.


 De ontvangst van uw verzoek heb ik schriftelijk bevestigd bij brief van 22 april 2022, met kenmerk 2022-0000129377.


 Op 9 mei 2022 heb ik uw verzoek met twee weken verdaagd.


 Met deze verdaging is de uiterlijke beslisdatum 24 mei 2022 geworden.


 Vanaf 1 mei 2022 is de Wob vervangen door de Wet open overheid (hierna: Woo).


 De verslagen, zoals genoemd in artikel 1f, eerste lid, van de Wwft, van de geïdentificeerde, geanalyseerde en beoordeelde nationale risico’s op witwassen en separaat op het financieren van terrorisme (van 2017 en de geactualiseerde versies van 2019) zijn reeds openbaar.


 U kunt deze verslagen terugvinden op de website van het wetenschappelijk onderzoek- en documentatiecentrum (hierna: WODC): https://repository.wodc.nl/handle/20.500.12832/191 https://repository.wodc.nl/handle/20.500.12832/192 https://repository.wodc.nl/handle/20.500.12832/249 https://repository.wodc.nl/handle/20.500.12832/250 Ook verwijs ik u naar de relevante Kamerstukken: Kamerstukken II, 2017/18, 34 775, bijlage bij nr.


"
102,besluit-wob-laadpalen.pdf,"File id: 102 File title: besluit-wob-laadpalen.pdf.


 > Retouradres Postbus 20201 2500 EE Den Haag Directie Juridische Zaken Korte Voorhout 7 2511 CW Den Haag Postbus 20201 2500 EE Den Haag www.rijksoverheid.nl Inlichtingen wobverzoekendjz@minfin.nl www.minfin.nl Ons kenmerk 2022-0000042424 Per e-mail aan: Uw brief (kenmerk) brief van 27 augustus 


 Datum 11 april 2022 


 Betreft Besluit op uw Wob-verzoek inzake laadpalen over de periode 2011 tot heden 


 , In uw brief van 27 augustus 2021, ontvangen op 30 augustus 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten inzake laadpalen in het kader van de Wet belastingen op milieugrondslag en de Wet waardering onroerende zaken over de periode van 2011 tot heden.


 De ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief van 2 september 2021, met kenmerk 2021-0000179045.


 In diezelfde brief is de beslistermijn met vier weken verdaagd tot 25 oktober 2021.


 Op 21 september 2012 hebben medewerkers van mijn ministerie met u gesproken over de invulling van uw verzoek.


"
67,4-2020-0848-001-wob-deelbesluit-2.pdf,"File id: 67 File title: 4-2020-0848-001-wob-deelbesluit-2.pdf.


 Op 30 juli 2020 is een Wob-verzoek ingediend.


 Het verzoek ziet – kort samengevat – op openbaarmaking van documenten en communicatie voor het tijdvak 2015 tot en met heden die bij of onder mij aanwezig zijn (1) inzake een taalschool, (2) die zijn uitgewisseld tussen Inspectie SZW en ((oud)-bestuurders van) die taalschool en (3) die zijn uitgewisseld tussen Inspectie SZW en de Stichting Blik op Werk.


 Wet openbaarheid van bestuur Bij brief van 30 juli 2020 is het verzoek aangemerkt als een verzoek in gevolge de Wet openbaarheid van bestuur (hierna: Wob).


 Wijze van openbaarmaking Dit besluit zal binnen vijf werkdagen na toezending geanonimiseerd op www.rijksoverheid.nl worden geplaatst en is via de volgende link te raadplegen: http://www.rijksoverheid.nl/documenten?trefwoorden=&periode-van=&periode- tot=&onderdeel=Ministerie+van+Sociale+Zaken+en+Werkgelenheid&type=Wob-verzoek Datum: 20 januari 2022 Hoogachtend, de Minister van Sociale Zaken en Werkgelegenheid, namens deze, Mevr.


"
28,2022-018_Besluit_Wob-Woo_verzoek_NPLO.pdf,"File id: 28 File title: 2022-018_Besluit_Wob-Woo_verzoek_NPLO.pdf.


 ZakenRijnstraat 50 Den Haag Postbus 16375 2500


 BJ Den Haag www.rijksoverheid.nl Contact minocw.nl Per e-mail verzonden aan Onze referentie Bijlagen D atum 8 juli 2022 2 B e treft Besluit op uw informatieverzoek 


 In uw verzoek van 29 maart 2022, door mij op dezelfde dag ontvangen via het webformulier op rijksoverheid.nl, heeft u het ministerie van Onderwijs, Cultuur en Wetenschap (hierna: OCW) gevraagd informatie openbaar te maken over het Nationaal Platform Levenlang Ontwikkelen (NPLO) (ook wel ikwilverderleren.nl genoemd).


 Op 12 april 2022 heeft er een gesprek plaatsgevonden waarbij u en uw collega aanwezig waren.


 Op 20 april 2022 heeft u een formele ontvangstbevestiging ontvangen waarin de bovenstaande afspraken zijn bevestigd.


 De uiterlijke beslisdatum is daarmee 24 mei 2022 geworden.


 Op 24 mei 2022 heeft een Woo-jurist van OCW telefonisch contact met u opgenomen en aangegeven dat de termijn onhaalbaar is gebleken.


 In overleg met u is een nieuwe termijn afgesproken, namelijk 22 juni 2022.


 Hierover bent u op 21 juni 2022 op de hoogte gesteld.


 Wettelijk kader Per 1 mei 2022 is de Wet open overheid (hierna: Woo) in werking getreden waarmee de Wet openbaarheid van bestuur niet meer geldig is.


 Vanaf 1 mei 2022 kan ik daarom geen Wob-besluiten meer nieten.


"
110,besluit-wob-totstandkoming-wet-inkomstenbelasting-2001.pdf,"File id: 110 File title: besluit-wob-totstandkoming-wet-inkomstenbelasting-2001.pdf.


 17 februari 2022 


 Datum 14 maart 2022 


 , Via het contactformulier op www.rijksoverheid.nl heeft u op 17 februari 2022 verzocht om informatie over de totstandkoming van de Wet inkomstenbelasting 2001.


 De ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief van 3 maart 2022, met kenmerk 2022-0000062729.


 U heeft bij mijn ministerie de notulen opgevraagd van de twee hiervoor genoemde werkgroepen die bij de totstandkoming van de Wet inkomstenbelasting 2001 betrokken waren.


 Bij DGFZ zijn enkele zoekslagen uitgevoerd, waarna de documenten zijn bekeken door een medewerker die bij de totstandkoming van de Wet inkomstenbelasting 2001 betrokken was.


"
32,2022-076-besluit.pdf,"File id: 32 File title: 2022-076-besluit.pdf.


 Zaken Rijnstraat 50 Krijn Taconiskade 278 Den Haag 1087 HW AMSTERDAM Postbus 16375 2500 BJ Den Haag www.rijksoverheid.nl Per e-mail verstuurd: Contact Dienstpostbus Woo Dienstpostbus.Woo@minocw.nl Onze referentie 34010651 (2022-076) Bijlagen Datum 20 september 2022 1 – Relevante wetsartikelen Betreft Besluit op uw Woo-verzoek Bezwaar Als u belang hebt bij dit besluit, dan kunt u hiertegen binnen 6 weken, gerekend vanaf de verzenddatum, bezwaar maken.


 In uw verzoek van 5 september 2022, ontvangen per e-mail op dezelfde datum, heeft u het ministerie van Onderwijs, Cultuur en Wetenschap verzocht om een specifieke beschikking openbaar te maken.


 Inventarisatie documenten Bij deze inventarisatie is één (1) document aangetroffen, te weten de brief van 28 juli 2022, gericht aan het Nederlands Filmfonds, met als onderwerp ‘Verlening projectsubsidie innovatie filmtheaters/-huizen (Cinema Digitaal)’.


"
